lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missing_fullpath_flag
8714510798,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@1p75x.png,dropboxstatus-snooze@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E77,4,1
8714510966,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@2p5x.png,dropboxstatus-snooze@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E77,6,1
8714511259,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@2x.png,dropboxstatus-snooze@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E78,0,1
8714511560,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@3x.png,dropboxstatus-snooze@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E78,2,1
8714511839,12/23/23 0:14:26,File Deletion,dropboxstatus-x.png,dropboxstatus-x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E78,4,1
8714512138,12/23/23 0:14:26,File Deletion,dropboxstatus-x@1p25x.png,dropboxstatus-x@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E78,6,1
8714512378,12/23/23 0:14:26,File Deletion,dropboxstatus-x@1p5x.png,dropboxstatus-x@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E79,0,1
8714512690,12/23/23 0:14:26,File Deletion,dropboxstatus-x@1p75x.png,dropboxstatus-x@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E79,2,1
8714513030,12/23/23 0:14:26,File Deletion,dropboxstatus-x@2p5x.png,dropboxstatus-x@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E79,4,1
8714513241,12/23/23 0:14:26,File Deletion,dropboxstatus-x@2x.png,dropboxstatus-x@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E79,6,1
8714513654,12/23/23 0:14:26,File Deletion,dropboxstatus-x@3x.png,dropboxstatus-x@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7A,0,1
8714513839,12/23/23 0:14:26,Directory Deletion,light,light,4/19/23 10:15:23,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E63,4,1
8714514055,12/23/23 0:14:26,Directory Deletion,win,win,4/19/23 10:15:22,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E3D,2,1
8714514315,12/23/23 0:14:26,Directory Deletion,03_Tray_Icon,03_Tray_Icon,4/19/23 10:15:22,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E3D,0,1
8714514556,12/23/23 0:14:26,Directory Deletion,images,images,4/19/23 10:15:22,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E3C,6,1
8714514720,12/23/23 0:14:26,File Deletion,isotope_manager_python.cp38-win_amd64.pyd,isotope_manager_python.cp38-win_amd64.pyd,4/19/23 10:15:23,4/4/23 18:56:08,4/19/23 10:15:23,12/23/23 0:13:27,Deallocate File Record Segment,0x7E7A,2,1
8714514990,12/23/23 0:14:26,File Deletion,isotope_python.cp38-win_amd64.pyd,isotope_python.cp38-win_amd64.pyd,4/19/23 10:15:23,4/4/23 18:56:08,4/19/23 10:15:23,12/23/23 0:13:12,Deallocate File Record Segment,0x7E7A,4,1
8714515230,12/23/23 0:14:26,File Deletion,kernel32_native.pyd,kernel32_native.pyd,4/19/23 10:15:23,4/4/23 18:56:08,4/19/23 10:15:23,12/23/23 0:13:04,Deallocate File Record Segment,0x7E7A,6,1
8714515523,12/23/23 0:14:26,File Deletion,libEGL.dll,libEGL.dll,4/19/23 10:15:23,4/4/23 18:56:10,4/19/23 10:15:23,12/23/23 0:13:28,Deallocate File Record Segment,0x7E7B,0,1
8714515731,12/23/23 0:14:26,File Deletion,libffi-7.dll,libffi-7.dll,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,12/23/23 0:12:53,Deallocate File Record Segment,0x7E7B,2,1
8714515976,12/23/23 0:14:26,File Deletion,libGLESv2.dll,libGLESv2.dll,4/19/23 10:15:23,4/4/23 18:56:10,4/19/23 10:15:23,12/23/23 0:13:28,Deallocate File Record Segment,0x7E7B,4,1
8714516167,12/23/23 0:14:26,File Deletion,am.pak,am.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7C,0,1
8714516372,12/23/23 0:14:26,File Deletion,ar.pak,ar.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7C,2,1
8714516585,12/23/23 0:14:26,File Deletion,bg.pak,bg.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7C,4,1
8714516790,12/23/23 0:14:26,File Deletion,bn.pak,bn.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7C,6,1
8714517003,12/23/23 0:14:26,File Deletion,ca.pak,ca.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7D,0,1
8714517208,12/23/23 0:14:26,File Deletion,cs.pak,cs.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7D,2,1
8714517413,12/23/23 0:14:26,File Deletion,da.pak,da.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7D,4,1
8714517626,12/23/23 0:14:26,File Deletion,de.pak,de.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7D,6,1
8714517859,12/23/23 0:14:26,File Deletion,el.pak,el.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7E,0,1
8714518089,12/23/23 0:14:26,File Deletion,en-GB.pak,en-GB.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7E,2,1
8714518268,12/23/23 0:14:26,File Deletion,en-US.pak,en-US.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7E,4,1
8714518560,12/23/23 0:14:26,File Deletion,es-419.pak,es-419.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7E,6,1
8714518766,12/23/23 0:14:26,File Deletion,es.pak,es.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7F,0,1
8714518896,12/23/23 0:14:26,File Deletion,et.pak,et.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7F,2,1
8714519184,12/23/23 0:14:26,File Deletion,fa.pak,fa.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7F,4,1
8714519389,12/23/23 0:14:26,File Deletion,fi.pak,fi.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E7F,6,1
8714519591,12/23/23 0:14:26,File Deletion,fil.pak,fil.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E80,2,1
8714519733,12/23/23 0:14:26,File Deletion,fr.pak,fr.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E80,6,1
8714519938,12/23/23 0:14:26,File Deletion,gu.pak,gu.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E81,0,1
8714520214,12/23/23 0:14:26,File Deletion,he.pak,he.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E81,2,1
8714520419,12/23/23 0:14:26,File Deletion,hi.pak,hi.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E81,4,1
8714520648,12/23/23 0:14:26,File Deletion,hr.pak,hr.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E81,6,1
8714520881,12/23/23 0:14:26,File Deletion,hu.pak,hu.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E82,0,1
8714521096,12/23/23 0:14:26,File Deletion,id.pak,id.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E82,2,1
8714521273,12/23/23 0:14:26,File Deletion,it.pak,it.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E82,4,1
8714521553,12/23/23 0:14:26,File Deletion,ja.pak,ja.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E82,6,1
8714521693,12/23/23 0:14:26,File Deletion,kn.pak,kn.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E83,0,1
8714521898,12/23/23 0:14:26,File Deletion,ko.pak,ko.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,12/23/23 0:14:19,Deallocate File Record Segment,0x7E83,2,1
8714522191,12/23/23 0:14:26,File Deletion,lt.pak,lt.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E83,4,1
8714522321,12/23/23 0:14:26,File Deletion,lv.pak,lv.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E83,6,1
8714522526,12/23/23 0:14:26,File Deletion,ml.pak,ml.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E84,0,1
8714522817,12/23/23 0:14:26,File Deletion,mr.pak,mr.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E84,2,1
8714522947,12/23/23 0:14:26,File Deletion,ms.pak,ms.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E84,4,1
8714523237,12/23/23 0:14:26,File Deletion,nb.pak,nb.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E84,6,1
8714523367,12/23/23 0:14:26,File Deletion,nl.pak,nl.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E85,0,1
8714523588,12/23/23 0:14:26,File Deletion,pl.pak,pl.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E85,2,1
8714523802,12/23/23 0:14:26,File Deletion,pt-BR.pak,pt-BR.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E85,4,1
8714524026,12/23/23 0:14:26,File Deletion,pt-PT.pak,pt-PT.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E85,6,1
8714524298,12/23/23 0:14:26,File Deletion,ro.pak,ro.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E86,0,1
8714524428,12/23/23 0:14:26,File Deletion,ru.pak,ru.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E86,2,1
8714524633,12/23/23 0:14:26,File Deletion,sk.pak,sk.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E86,4,1
8714524846,12/23/23 0:14:26,File Deletion,sl.pak,sl.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E86,6,1
8714525051,12/23/23 0:14:26,File Deletion,sr.pak,sr.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E87,0,1
8714525285,12/23/23 0:14:26,File Deletion,sv.pak,sv.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E87,2,1
8714525501,12/23/23 0:14:26,File Deletion,sw.pak,sw.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E87,4,1
8714525678,12/23/23 0:14:26,File Deletion,ta.pak,ta.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E88,0,1
8714525997,12/23/23 0:14:26,File Deletion,te.pak,te.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E88,2,1
8714526287,12/23/23 0:14:26,File Deletion,th.pak,th.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E88,4,1
8714526417,12/23/23 0:14:26,File Deletion,tr.pak,tr.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E88,6,1
8714526638,12/23/23 0:14:26,File Deletion,uk.pak,uk.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E89,0,1
8714526851,12/23/23 0:14:26,File Deletion,vi.pak,vi.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E89,2,1
8714527057,12/23/23 0:14:26,File Deletion,zh-CN.pak,zh-CN.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E89,4,1
8714527309,12/23/23 0:14:26,File Deletion,zh-TW.pak,zh-TW.pak,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E89,6,1
8714527503,12/23/23 0:14:26,Directory Deletion,locales,locales,4/19/23 10:15:23,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E7B,6,1
8714527711,12/23/23 0:14:26,File Deletion,mmapfile.pyd,mmapfile.pyd,4/19/23 10:15:23,4/4/23 18:56:12,4/19/23 10:15:23,12/23/23 0:13:03,Deallocate File Record Segment,0x7E8A,0,1
8714527928,12/23/23 0:14:26,File Deletion,msvcp140.dll,msvcp140.dll,4/19/23 10:15:23,4/4/23 18:51:30,4/19/23 10:15:23,12/23/23 0:12:57,Deallocate File Record Segment,0x7E8A,2,1
8714528226,12/23/23 0:14:26,File Deletion,msvcp140_1.dll,msvcp140_1.dll,4/19/23 10:15:23,4/4/23 18:51:30,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E8A,6,1
8714528472,12/23/23 0:14:26,File Deletion,msvcp140_2.dll,msvcp140_2.dll,4/19/23 10:15:23,4/4/23 18:51:30,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E8B,0,1
8714528709,12/23/23 0:14:26,File Deletion,msvcp140_atomic_wait.dll,msvcp140_atomic_wait.dll,4/19/23 10:15:23,4/4/23 18:51:30,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E8B,2,1
8714528957,12/23/23 0:14:26,File Deletion,msvcp140_codecvt_ids.dll,msvcp140_codecvt_ids.dll,4/19/23 10:15:23,4/4/23 18:51:30,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E8B,4,1
8714529195,12/23/23 0:14:26,File Deletion,ntdll_native.pyd,ntdll_native.pyd,4/19/23 10:15:23,4/4/23 18:56:12,4/19/23 10:15:23,12/23/23 0:13:27,Deallocate File Record Segment,0x7E8C,0,1
8714529443,12/23/23 0:14:26,File Deletion,nucleus_python.cp38-win_amd64.pyd,nucleus_python.cp38-win_amd64.pyd,4/19/23 10:15:23,4/4/23 18:56:14,4/19/23 10:15:23,12/23/23 0:13:13,Deallocate File Record Segment,0x7E8C,2,1
8714529773,12/23/23 0:14:26,File Deletion,opengl32sw.dll,opengl32sw.dll,4/19/23 10:15:23,4/4/23 18:56:16,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E8C,4,1
8714530090,12/23/23 0:14:26,File Deletion,qgif.dll,qgif.dll,4/19/23 10:15:23,4/4/23 18:57:10,4/19/23 10:15:23,12/19/23 16:40:59,Deallocate File Record Segment,0x7E8D,2,1
8714530297,12/23/23 0:14:26,File Deletion,qjpeg.dll,qjpeg.dll,4/19/23 10:15:23,4/4/23 18:57:10,4/19/23 10:15:23,12/19/23 16:40:59,Deallocate File Record Segment,0x7E8D,4,1
8714530566,12/23/23 0:14:26,Directory Deletion,imageformats,imageformats,4/19/23 10:15:23,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E8D,0,1
8714530803,12/23/23 0:14:26,File Deletion,qwindows.dll,qwindows.dll,4/19/23 10:15:23,4/4/23 18:57:12,4/19/23 10:15:23,12/23/23 0:13:28,Deallocate File Record Segment,0x7E8E,0,1
8714531044,12/23/23 0:14:26,Directory Deletion,platforms,platforms,4/19/23 10:15:23,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E8D,6,1
8714531307,12/23/23 0:14:26,File Deletion,qwindowsvistastyle.dll,qwindowsvistastyle.dll,4/19/23 10:15:23,4/4/23 18:57:12,4/19/23 10:15:23,12/23/23 0:13:28,Deallocate File Record Segment,0x7E8E,6,1
8714531500,12/23/23 0:14:26,Directory Deletion,styles,styles,4/19/23 10:15:23,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E8E,2,1
8714531681,4/19/23 10:15:23,Directory Deletion,plugins,plugins,4/19/23 10:15:23,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E8C,6,1
8714532020,4/19/23 10:15:23,File Deletion,psutil._psutil_windows.cp38-win_amd64.pyd,psutil._psutil_windows.cp38-win_amd64.pyd,4/19/23 10:15:23,4/4/23 18:56:16,4/19/23 10:15:23,12/23/23 0:13:00,Deallocate File Record Segment,0x7E8F,0,1
8714532278,4/19/23 10:15:23,File Deletion,PyQt5.QtCore.pyd,PyQt5.QtCore.pyd,4/19/23 10:15:23,4/4/23 18:56:18,4/19/23 10:15:23,12/23/23 0:13:16,Deallocate File Record Segment,0x7E8F,2,1
8714532537,4/19/23 10:15:23,File Deletion,PyQt5.QtGui.pyd,PyQt5.QtGui.pyd,4/19/23 10:15:23,4/4/23 18:56:18,4/19/23 10:15:23,12/23/23 0:13:16,Deallocate File Record Segment,0x7E8F,4,1
8714532716,12/22/23 16:52:19,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Initialize File Record Segment,0x1D96,0,0
8714533635,4/19/23 10:15:23,File Deletion,PyQt5.QtNetwork.pyd,PyQt5.QtNetwork.pyd,4/19/23 10:15:23,4/4/23 18:56:20,4/19/23 10:15:23,12/23/23 0:13:35,Deallocate File Record Segment,0x7E8F,6,1
8714533896,4/19/23 10:15:23,File Deletion,PyQt5.QtQml.pyd,PyQt5.QtQml.pyd,4/19/23 10:15:23,4/4/23 18:56:20,4/19/23 10:15:23,12/23/23 0:13:35,Deallocate File Record Segment,0x7E90,0,1
8714534433,12/22/23 16:52:19,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x1D96,0,0
8714534664,4/19/23 10:15:23,File Deletion,PyQt5.QtQuick.pyd,PyQt5.QtQuick.pyd,4/19/23 10:15:23,4/4/23 18:56:22,4/19/23 10:15:23,12/23/23 0:13:35,Deallocate File Record Segment,0x7E90,2,1
8714535019,4/19/23 10:15:23,File Deletion,PyQt5.QtWidgets.pyd,PyQt5.QtWidgets.pyd,4/19/23 10:15:23,4/4/23 18:56:22,4/19/23 10:15:23,12/23/23 0:13:16,Deallocate File Record Segment,0x7E90,4,1
8714535273,4/19/23 10:15:23,File Deletion,PyQt5.QtWinExtras.pyd,PyQt5.QtWinExtras.pyd,4/19/23 10:15:23,4/4/23 18:56:24,4/19/23 10:15:23,12/23/23 0:13:18,Deallocate File Record Segment,0x7E90,6,1
8714535442,4/19/23 10:15:23,File Deletion,PyQt5.sip.pyd,PyQt5.sip.pyd,4/19/23 10:15:23,4/4/23 18:56:24,4/19/23 10:15:23,12/23/23 0:13:16,Deallocate File Record Segment,0x7E91,0,1
8714535693,4/19/23 10:15:23,File Deletion,python-packages.zip,python-packages.zip,4/19/23 10:15:23,4/4/23 18:53:08,4/19/23 10:15:24,12/23/23 0:12:56,Deallocate File Record Segment,0x7E91,2,1
8714535972,12/22/23 16:52:19,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Initialize File Record Segment,0x1D96,0,0
8714537232,12/22/23 16:52:19,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x1D96,0,0
8714537373,4/19/23 10:15:24,File Deletion,python38.dll,python38.dll,4/19/23 10:15:24,4/4/23 18:56:26,4/19/23 10:15:24,12/23/23 0:12:53,Deallocate File Record Segment,0x7E91,4,1
8714537606,4/19/23 10:15:24,File Deletion,pythoncom38.dll,pythoncom38.dll,4/19/23 10:15:24,4/4/23 18:56:26,4/19/23 10:15:24,12/23/23 0:13:04,Deallocate File Record Segment,0x7E92,2,1
8714537858,4/19/23 10:15:24,File Deletion,pywintypes38.dll,pywintypes38.dll,4/19/23 10:15:24,4/4/23 18:56:28,4/19/23 10:15:24,12/23/23 0:13:00,Deallocate File Record Segment,0x7E92,4,1
8714538118,4/19/23 10:15:24,File Deletion,qt-blacklist.json,qt-blacklist.json,4/19/23 10:15:24,1/1/00 8:00:00,4/19/23 10:15:24,12/23/23 0:13:28,Deallocate File Record Segment,0x7E92,6,1
8714538355,4/19/23 10:15:24,File Deletion,qt.conf,qt.conf,4/19/23 10:15:24,1/1/00 8:00:00,4/19/23 10:15:24,4/19/23 10:15:24,Deallocate File Record Segment,0x7E93,0,1
8714538586,4/19/23 10:15:24,File Deletion,Qt5Core.dll,Qt5Core.dll,4/19/23 10:15:24,4/4/23 18:56:28,4/19/23 10:15:24,12/23/23 0:13:16,Deallocate File Record Segment,0x7E93,2,1
8714538794,4/19/23 10:15:24,File Deletion,Qt5Gui.dll,Qt5Gui.dll,4/19/23 10:15:24,4/4/23 18:56:30,4/19/23 10:15:24,12/23/23 0:13:16,Deallocate File Record Segment,0x7E93,4,1
8714539035,4/19/23 10:15:24,File Deletion,Qt5Network.dll,Qt5Network.dll,4/19/23 10:15:24,4/4/23 18:56:32,4/19/23 10:15:24,12/23/23 0:13:35,Deallocate File Record Segment,0x7E93,6,1
8714539344,4/19/23 10:15:24,File Deletion,Qt5OpenGL.dll,Qt5OpenGL.dll,4/19/23 10:15:24,4/4/23 18:56:32,4/19/23 10:15:24,4/19/23 10:15:24,Deallocate File Record Segment,0x7E94,0,1
8714539528,4/19/23 10:15:24,File Deletion,Qt5QML.dll,Qt5QML.dll,4/19/23 10:15:24,4/4/23 18:56:34,4/19/23 10:15:24,12/23/23 0:13:35,Deallocate File Record Segment,0x7E94,2,1
8714539772,4/19/23 10:15:24,File Deletion,Qt5Quick.dll,Qt5Quick.dll,4/19/23 10:15:24,4/4/23 18:56:34,4/19/23 10:15:24,12/23/23 0:13:35,Deallocate File Record Segment,0x7E80,4,1
8714539932,4/19/23 10:15:24,File Deletion,Qt5QuickWidgets.dll,Qt5QuickWidgets.dll,4/19/23 10:15:24,4/4/23 18:56:36,4/19/23 10:15:24,4/19/23 10:15:24,Deallocate File Record Segment,0x7E8B,6,1
8714540192,4/19/23 10:15:24,File Deletion,Qt5Sql.dll,Qt5Sql.dll,4/19/23 10:15:24,4/4/23 18:56:36,4/19/23 10:15:24,4/19/23 10:15:24,Deallocate File Record Segment,0x7E94,6,1
8714540552,4/19/23 10:15:24,File Deletion,Qt5Widgets.dll,Qt5Widgets.dll,4/19/23 10:15:24,4/4/23 18:56:38,4/19/23 10:15:24,12/23/23 0:13:16,Deallocate File Record Segment,0x424,4,1
8714540712,4/19/23 10:15:24,File Deletion,Qt5WinExtras.dll,Qt5WinExtras.dll,4/19/23 10:15:24,4/4/23 18:56:38,4/19/23 10:15:24,12/23/23 0:13:18,Deallocate File Record Segment,0x7E80,0,1
